X,Y,OBJECTID,Name,Address,Description,Easting,Northing,last_edited_date
173.943066077718782,-41.48789890705951,20001,Lawncourt Harvest,34 Old Renwick Road Rapaura .,National Programme Level 2,1678726,5406650,2017-07-17T00:37:30.000Z
173.956317956089777,-41.514171856207874,20002,Ritual Coffee Company (2015) Limited,10 Maxwell Road Blenheim .,National Programme Level 2,1679800,5403721,2017-07-17T00:37:30.000Z
173.834835278702315,-41.549390634435369,20003,Faversham Olive Grove,203 Brookby Road Hawkesbury .,National Programme Level 3,1669625,5399916,2017-07-17T00:37:30.000Z
173.968154502278992,-41.518765603915959,20004,Fresh Direct Wholesale 2009 Limited,20 Timandra Place Blenheim .,National Programme Level 1,1680782,5403200,2017-07-17T00:37:30.000Z
174.007888555590796,-41.289941815147266,20005,Escape To Picton Limited,33 Wellington Street Picton .,Food Control Plan,1684393,5428566,2017-07-17T00:37:30.000Z
173.92453104556148,-41.463207133535157,20006,Saint Clair Vineyard Kitchen,13 Selmes Road Rapaura .,Food Control Plan,1677208,5409408,2017-07-17T00:37:30.000Z
173.766893407073667,-41.278414220966944,20007,Havelock Takeaway Ltd,64 Main Road Havelock .,Food Control Plan,1664225,5430052,2017-07-17T00:37:30.000Z
173.904968452972497,-41.074420569443483,20008,Te Rawa Resort,Te Rawa Bay Pelorus Sound / Te Hoiere .,Food Control Plan,1676024,5452587,2017-07-17T00:37:30.000Z
173.954812230452859,-41.512013613397016,20009,Watery Mouth Cafe,29 Seymour Street Blenheim .,Food Control Plan,1679677,5403962,2017-07-17T00:37:30.000Z
173.878938311803751,-41.492009788445628,20010,Cloudy Bay Vineyards Limited,238 Jacksons Road Rapaura .,Food Control Plan,1673368,5406250,2017-07-17T00:37:30.000Z
174.009545858644429,-41.290539808809775,20011,Picton Beachcomber Inn 2000 Limited,25 Waikawa Road Picton .,Food Control Plan,1684531,5428498,2017-07-17T00:37:30.000Z
173.96159127235336,-41.473703092364651,20012,Mississippi Herbs,5 Mills and Ford Road East Grovetown .,Food Control Plan,1680290,5408209,2017-07-17T00:37:30.000Z
173.959793228465458,-41.51416992576204,20013,Gecko Junction,2 Redwood Street Blenheim .,Food Control Plan,1680090,5403718,2017-07-17T00:37:30.000Z
173.956717438549248,-41.515258413905428,20014,Cartel Bar And Grill,28 Scott Street Blenheim .,Food Control Plan,1679832,5403600,2017-07-17T00:37:30.000Z
173.932312317508121,-41.514026700155881,20015,Blenheim Indoor Sports Limited,50 Battys Road Blenheim .,Food Control Plan,1677797,5403759,2017-07-17T00:37:30.000Z
173.822385328264716,-41.508380065397773,20016,Homestead Crafts & Preserves,3 A Nelson Place Renwick .,Food Control Plan,1668630,5404479,2017-07-17T00:37:30.000Z
174.151623217323049,-41.192374131212333,20017,Bay Of Many Coves Resort,Bay Of Many Coves Queen Charlotte Sound / Totaranui .,Food Control Plan,1696572,5439248,2017-07-17T00:37:30.000Z
173.936630223004755,-41.50929881697607,20018,Speights Ale House Blenheim,111 Middle Renwick Road Blenheim .,Food Control Plan,1678163,5404280,2017-07-17T00:37:30.000Z
173.766657880491721,-41.278695028301826,20019,Shiloh - The Blue Shop,69 Main Road Havelock .,Food Control Plan,1664205,5430021,2017-07-17T00:37:30.000Z
173.839572237559537,-41.484539553981882,20020,Marlborough Vintners Hotel,190 Rapaura Road Rapaura .,Food Control Plan,1670090,5407112,2017-07-17T00:37:30.000Z
173.90931811841196,-41.471389994110993,20021,The Marlborough Lodge,776 Rapaura Road Rapaura .,Food Control Plan,1675928,5408513,2017-07-17T00:37:30.000Z
173.837659048266772,-41.528491234570517,20022,Highfield,27 Brookby Road Hawkesbury .,Food Control Plan,1669883,5402234,2017-07-17T00:37:30.000Z
173.839903177985235,-41.483267100148318,20023,Vines Village Cafe,197 Rapaura Road Rapaura .,Food Control Plan,1670119,5407253,2017-07-17T00:37:30.000Z
174.005545537386041,-41.286683538499311,20024,Edwin Fox Museum,London Quay Picton .,Food Control Plan,1684201,5428930,2017-07-17T00:37:30.000Z
173.766547155596868,-41.278416527061005,20025,The Mussel Pot Restaurant,73 Main Road Havelock .,Food Control Plan,1664196,5430052,2017-07-17T00:37:30.000Z
173.956432206799917,-41.52274582762395,20026,Two Small Rooms,74 Muller Road Blenheim .,Hairdresser,1679799,5402769,2017-07-17T00:37:30.000Z
173.766914966821673,-41.278215908023512,20027,Apples For Charlotte Limited,66 Main Road Havelock .,Food Control Plans,1664227,5430074,2017-07-17T00:37:30.000Z
173.959837345173042,-41.509044415283903,20028,Blenheim Railway Cafe,2 Sinclair Street Blenheim .,Food Control Plans,1680100,5404287,2017-07-17T00:37:30.000Z
173.766498585369646,-41.277326919121556,20029,Captains Daughter,72 Main Road Havelock .,Food Control Plans,1664193,5430173,2017-07-17T00:37:30.000Z
173.956638116682797,-41.514754666341076,20030,Mia - Made In Aotearoa,14 Scott Street Blenheim .,Food Control Plans,1679826,5403656,2017-07-17T00:37:30.000Z
173.956342287600648,-41.512568358322135,20031,Thomas And Sons,54 Market Street Blenheim .,Food Control Plans,1679804,5403899,2017-07-17T00:37:30.000Z
173.955401736205118,-41.513801166017409,20032,De Burgh's Enterprises Limited,48 Queen Street Blenheim .,Food Control Plans,1679724,5403763,2017-07-17T00:37:30.000Z
173.957157463839764,-41.512588598280608,20033,DML Hair,14 Wynen Street Blenheim .,Hairdresser,1679872,5403896,2017-07-17T00:37:30.000Z
173.955684482301223,-41.51428520964663,20034,Noodle Canteen Ltd,79 Queen Street Blenheim .,Food Control Plans,1679747,5403709,2017-07-17T00:37:30.000Z
173.659629356187196,-41.111992154539244,20035,Simpson,28 Esplanade Okiwi Bay Croisilles .,Camping Ground,1655382,5448601,2017-07-17T00:37:30.000Z
173.659629356187196,-41.111992154539244,20036,Simpson,28 Esplanade Okiwi Bay Croisilles .,Camping Ground,1655382,5448601,2017-07-17T00:37:30.000Z
174.078499780728151,-41.670292118056018,20037,Awatere Accommodation,9 Marldene Avenue Seddon .,Camping Ground,1689779,5386268,2017-07-17T00:37:30.000Z
173.969140517959744,-41.513361943715843,20038,Hostel On Main,78 Main Street Blenheim .,Camping Ground,1680871,5403799,2017-07-17T00:37:30.000Z
174.006538839332762,-41.289151948634469,20039,Hair On High Street,9 High Street Picton .,Hairdresser,1684281,5428655,2017-07-17T00:37:30.000Z
173.972261545071234,-41.505706434131554,20040,Searnne's Hair,5 Holdaway Street Blenheim .,Hairdresser,1681141,5404646,2017-07-17T00:37:30.000Z
173.948260856797532,-41.52375025495158,20041,Zabetti Hair Ltd,113 A Maxwell Road Blenheim .,Hairdresser,1679116,5402665,2017-07-17T00:37:30.000Z
173.940017211831986,-41.509838641231852,20042,Cloudy Bay Funeral Services,13 Boyce Street Blenheim .,Funeral Director,1678445,5404217,2017-07-17T00:37:30.000Z
173.638156024265669,-41.346487174070084,20043,Pinedale Camp,820 Wakamarina Road Wakamarina .,Camping Ground,1653388,5422582,2017-07-17T00:37:30.000Z
173.957492876902876,-41.51745874214555,20044,Community College Marlborough,65 Scott Street Blenheim .,Hairdresser,1679894,5403355,2017-07-17T00:37:30.000Z
173.965982570871773,-41.502462678454577,20045,Endeavour Hair Design,27 Endeavour Street Blenheim .,Hairdresser,1680621,5405012,2017-07-17T00:37:30.000Z
174.0256210175923,-41.536993474547089,20046,Riverlands Roadhouse,3535 SH 1 Riverlands .,Camping Ground,1685553,5401121,2017-07-17T00:37:30.000Z
174.026638135451037,-41.542181560922089,20047,Marlborough Septic Tank Services Ltd,4 Cloudy Bay Drive Wither Hills .,Offensive Trade,1685631,5400544,2017-07-17T00:37:30.000Z
173.840347374918991,-41.483344921815601,20048,Blue Rock Ltd,197 Rapaura Road Rapaura .,Food Premises - High Risk,1670156,5407244,2017-07-17T00:37:30.000Z
173.930713805920846,-41.509517989172011,20049,Admirals Motor Lodge,161 Middle Renwick Road Blenheim .,Food Premises - High Risk,1677669,5404261,2017-07-17T00:37:30.000Z
174.007991727095799,-41.289661676091619,20050,Kiwi Takeaways- Fish 'n' Chips,21 Wellington Street Picton .,Food Premises - High Risk,1684402,5428597,2017-07-17T00:37:30.000Z
174.00662059118568,-41.289808788736501,20051,Indulge,29 High Street Picton .,Food Premises - Low Risk,1684287,5428582,2017-07-17T00:37:30.000Z
174.00875887225979,-41.289069461663871,20052,Marlborough Sounds Adventure Co (1995) Ltd,Wellington Street Picton .,Food Premises - Low Risk,1684467,5428662,2017-07-17T00:37:30.000Z
173.952941820263959,-41.51112839933446,20053,Scenic Hotel Marlborough,65 Alfred Street Blenheim .,Food Control Plans,1679522,5404062,2017-07-17T00:37:30.000Z
173.957194991457328,-41.510255400137005,20054,Marlborough Convention Centre,42 Alfred Street Blenheim .,Food Control Plans,1679878,5404155,2017-07-17T00:37:30.000Z
173.955176662586325,-41.501751285299868,20055,Undercutz,67 Hutcheson Street Blenheim .,Hairdresser,1679720,5405101,2017-07-17T00:37:30.000Z
173.955905236585096,-41.512184678958924,20056,CBD,48 Market Street Blenheim .,Food Premises - High Risk,1679768,5403942,2017-07-17T00:37:30.000Z
173.958958698263331,-41.509592182359917,20057,Benge & Co Green Grocer,20 Grove Road Blenheim .,Food Premises - Low Risk,1680026,5404227,2017-07-17T00:37:30.000Z
173.958958698263331,-41.509592182359917,20058,Guytons Fresh Seafood,20 Grove Road Blenheim .,Food Premises - Low Risk,1680026,5404227,2017-07-17T00:37:30.000Z
174.033762184994998,-41.275939734705659,20059,Betangled,3 Moana View Road Waikawa .,Hairdresser,1686578,5430095,2017-07-17T00:37:30.000Z
173.950807360459606,-41.511848634492068,20060,High Street Dairy And Takeaway,149 High Street Blenheim .,Food Premises - Low Risk,1679343,5403984,2017-07-17T00:37:30.000Z
173.922084171216085,-41.500093808203466,20061,Hedgerows,205 Old Renwick Road Rapaura .,Food Premises - Low Risk,1676960,5405315,2017-07-17T00:37:30.000Z
173.952894855516689,-41.512011502148724,20062,Chateau Marlborough,95 High Street Blenheim .,Food Control Plans,1679517,5403964,2017-07-17T00:37:30.000Z
174.017410681492322,-41.527140446048193,20063,Urban Hair Design,15 Hardings Road Riverlands .,Hairdresser,1684881,5402223,2017-07-17T00:37:30.000Z
173.957812259906461,-41.511484258352077,20064,Noodle Corner,21 Alfred Street Blenheim .,Food Premises - High Risk,1679928,5404018,2017-07-17T00:37:30.000Z
173.530930186916066,-41.563013051176711,20065,Wai-Natur Naturist Park,2704 SH 63 Wairau Valley .,Camping Ground,1644270,5398604,2017-07-17T00:37:30.000Z
173.955685674654319,-41.514366265231729,20066,Yumyum Kebabs Blenheim,10 George Street Blenheim .,Food Premises - High Risk,1679747,5403700,2017-07-17T00:37:30.000Z
173.972690769942517,-41.222975382117937,20067,Mistletoe Bay Trust,Onahau Road Queen Charlotte Sound / Totaranui .,Food Premises - Low Risk,1681529,5436034,2017-07-17T00:37:30.000Z
173.924930404404819,-41.506457131384856,20068,Bunnings Hardware Cafe Blenheim,7 Westwood Avenue Blenheim .,Food Premises - Low Risk,1677190,5404606,2017-07-17T00:37:30.000Z
173.960709709495177,-41.50402007192578,20069,Blenheim K F C,58 Grove Road Blenheim .,Food Control Plans,1680179,5404844,2017-07-17T00:37:30.000Z
173.958970034214587,-41.508736395860168,20070,The Barber Shop,25 Grove Road Blenheim .,Hairdresser,1680028,5404322,2017-07-17T00:37:30.000Z
173.941841531177715,-41.497636841086909,20071,The Front Room Hair Design,Old Renwick Road Rapaura .,Hairdresser,1678612,5405570,2017-07-17T00:37:30.000Z
173.939566649598021,-41.530883313025377,20072,Marlborough Vintage Car Club,New Renwick Road Blenheim .,Food Premises - High Risk,1678382,5401881,2017-07-17T00:37:30.000Z
174.131678720231946,-41.648281056151205,20073,Yealands Estate Cellar Door,534 Seaview Road Blind River .,Food Premises - Low Risk,1694238,5388655,2017-07-17T00:37:30.000Z
173.9679904541741,-41.503733838271451,20074,NMIT Gingko Cafe,85 Budge Street Blenheim .,Food Premises - High Risk,1680787,5404869,2017-07-17T00:37:30.000Z
173.94185730858598,-41.524352324049708,20075,Romeo & Juliet Limited (Leitrim St),29 Leitrim Street Blenheim .,Hairdresser,1678581,5402604,2017-07-17T00:37:30.000Z
173.955249883277276,-41.53036678853767,20076,Golden Sun Takeaway,81 Cleghorn Street Blenheim .,Food Premises - High Risk,1679691,5401924,2017-07-17T00:37:30.000Z
173.957244735213408,-41.511191743431908,20077,S K Barber,1 Market Street Blenheim .,Hairdresser,1679881,5404051,2017-07-17T00:37:30.000Z
173.956108197572121,-41.507247000095759,20078,Geoffrey T Sowman,16 Hutcheson Street Blenheim .,Funeral Director,1679791,5404490,2017-07-17T00:37:30.000Z
173.957299955480153,-41.517379282831001,20079,Marlborough Community College Limited,65 Scott Street Blenheim .,Food Premises - High Risk,1679878,5403364,2017-07-17T00:37:30.000Z
173.571496461598429,-41.298961703638412,20080,Pelorus Bridge Camp Ground,SH 6 Rai .,Camping Ground,1647846,5427897,2017-07-17T00:37:30.000Z
173.959247626835094,-41.514552783673402,20081,The Warehouse (BHE),Kinross Street Blenheim .,Food Premises - Low Risk,1680044,5403676,2017-07-17T00:37:30.000Z
173.957506572154728,-41.511883124279969,20082,Manhattan Milk Bar,30 High Street Blenheim .,Food Premises - High Risk,1679902,5403974,2017-07-17T00:37:30.000Z
173.955381215100005,-41.514035525725127,20083,Queen Street Service Station (2013) Ltd,56 Queen Street Blenheim .,Food Premises - Low Risk,1679722,5403737,2017-07-17T00:37:30.000Z
173.922429922094608,-41.533733240260517,20084,The Country Touch,39 Green Lane Omaka .,Hairdresser,1676949,5401580,2017-07-17T00:37:30.000Z
173.826265677871049,-41.508217142269935,20085,Gas Renwick,59 High Street Renwick .,Food Premises - Low Risk,1668954,5404494,2017-07-17T00:37:30.000Z
173.887183596752209,-41.289908532091218,20086,Smiths Farm Holiday Park,Queen Charlotte Drive Linkwater .,Camping Ground,1674286,5428680,2017-07-17T00:37:30.000Z
173.959048737783121,-41.507573799725719,20087,Mobil Blenheim,31 Grove Road Blenheim .,Food Premises - Low Risk,1680036,5404451,2017-07-17T00:37:30.000Z
173.95723342970291,-41.513677846675698,20088,Cafe Home,1 Main Street Blenheim .,Food Premises - High Risk,1679877,5403775,2017-07-17T00:37:30.000Z
173.977049566445316,-41.450360876870242,20089,Leanne's Hair Studio,75 Chaytors Road Lower Wairau .,Hairdresser,1681610,5410786,2017-07-17T00:37:30.000Z
173.826388656837764,-41.507522694546196,20090,Renwick Takeaway,70 High Street Renwick .,Food Premises - High Risk,1668965,5404571,2017-07-17T00:37:30.000Z
173.95759388880461,-41.515368213655371,20091,Toptown Cinemas,4 Kinross Street Blenheim .,Food Premises - Low Risk,1679905,5403587,2017-07-17T00:37:30.000Z
173.867667607286478,-41.481403648008175,20092,Rapaura Hair Design,456 Rapaura Road Rapaura .,Hairdresser,1672439,5407437,2017-07-17T00:37:30.000Z
174.071971413061505,-41.672857143374166,20093,Awatere Motor Camp,Foster Street Seddon .,Camping Ground,1689232,5385990,2017-07-17T00:37:30.000Z
173.956631836795083,-41.515142031442345,20094,Master Roasts And Master Oriental,24 Scott Street Blenheim .,Food Premises - High Risk,1679825,5403613,2017-07-17T00:37:30.000Z
173.960705247504563,-41.519926964035236,20095,The Hair Shed,46 Redwood Street Blenheim .,Hairdresser,1680159,5403078,2017-07-17T00:37:30.000Z
173.961697581659791,-41.473603122830518,20096,Heritage Bakery Ltd,5 Mills and Ford Road East Grovetown .,Food Premises - High Risk,1680299,5408220,2017-07-17T00:37:30.000Z
173.818530580671933,-41.486789939780799,20097,Nautilus Estate,12 Rapaura Road Rapaura .,Food Premises - Low Risk,1668331,5406879,2017-07-17T00:37:30.000Z
173.921785288734327,-40.98551314054361,20098,Tui Nature Reserve Wilderness Park,Waitata Bay Pelorus Sound / Te Hoiere .,Camping Ground,1677541,5462442,2017-07-17T00:37:30.000Z
174.012164202611416,-41.530438357638509,20099,Riverlands Snack Shack,21 Vernon Street Riverlands .,Food Premises - High Risk,1684439,5401862,2017-07-17T00:37:30.000Z
174.008340483756939,-41.291370065625323,20100,Picton Returned Services Association Incorporated,64 Wellington Street Picton .,Food Premises - High Risk,1684429,5428407,2017-07-17T00:37:30.000Z
173.95619540179942,-41.513173067431588,20101,Vamp Hair Studio Ltd,72 Market Street Blenheim .,Hairdresser,1679791,5403832,2017-07-17T00:37:30.000Z
173.956460020374948,-41.51405358013514,20102,Akbabas Kebab & Cafe,98 Market Street Blenheim .,Food Premises - High Risk,1679812,5403734,2017-07-17T00:37:30.000Z
173.958843177604308,-41.508260067505589,20103,Couplands Bakeries Ltd,27 Grove Road Blenheim .,Food Premises - Low Risk,1680018,5404375,2017-07-17T00:37:30.000Z
173.956291391531352,-41.513181276542056,20104,Cafe Velvet,72 Market Street Blenheim .,Food Premises - High Risk,1679799,5403831,2017-07-17T00:37:30.000Z
173.924163461676557,-41.463462293684429,20105,Pataka - The Food Store,13 Selmes Road Rapaura .,Food Premises - High Risk,1677177,5409380,2017-07-17T00:37:30.000Z
173.950735600718701,-41.511858235048592,20106,Codfathers Takeaway,149 High Street Blenheim .,Food Premises - High Risk,1679337,5403983,2017-07-17T00:37:30.000Z
173.583310611005516,-41.227984317159127,20107,Rai Valley Brick Oven 2012 Limited,6778 SH 6 Rai .,Food Premises - High Risk,1648888,5435770,2017-07-17T00:37:30.000Z
173.879837781123484,-41.536327838851371,20108,Marlborough Golf Club Incorporated,74 Paynters Road Fairhall .,Food Premises - High Risk,1673393,5401329,2017-07-17T00:37:30.000Z
173.825257731632036,-41.508107284290944,20109,Renwick Meat Market,82 High Street Renwick .,Food Premises - High Risk,1668870,5404507,2017-07-17T00:37:30.000Z
173.825632252065134,-41.508347793985358,20110,Renwick Dairy,63 High Street Renwick .,Food Premises - High Risk,1668901,5404480,2017-07-17T00:37:30.000Z
173.925437501809625,-41.499994815121795,20111,Jones Orchard,183 Old Renwick Road Rapaura .,Food Premises - Low Risk,1677240,5405323,2017-07-17T00:37:30.000Z
173.982154170937264,-41.522835264645657,20112,The Butcher Shop,383 Alabama Road Riverlands .,Food Premises - High Risk,1681945,5402735,2017-07-17T00:37:30.000Z
173.961114767812262,-41.502242250878048,20113,Midway Dairy & Takeaways,76 Grove Road Blenheim .,Food Premises - High Risk,1680215,5405041,2017-07-17T00:37:30.000Z
173.959855745603249,-41.506233988486258,20114,Golden Won Ton Takeaway,32 Grove Road Blenheim .,Food Premises - High Risk,1680105,5404599,2017-07-17T00:37:30.000Z
173.955998854146998,-41.507959484793432,20115,Mayfield Takeaways,8 Hutcheson Street Blenheim .,Food Premises - High Risk,1679781,5404411,2017-07-17T00:37:30.000Z
173.966360125003717,-41.513349312254661,20116,Main Street Fish & Chip Takeaway,62 Main Street Blenheim .,Food Premises - High Risk,1680639,5403803,2017-07-17T00:37:30.000Z
173.957615011254262,-41.510296939825395,20117,Marlborough Club,Russell Terrace Blenheim .,Food Premises - High Risk,1679913,5404150,2017-07-17T00:37:30.000Z
173.956388277739961,-41.511622211429923,20118,Cafe Le Cupp,30 Market Street Blenheim .,Food Premises - High Risk,1679809,5404004,2017-07-17T00:37:30.000Z
173.955333515509437,-41.530348079261138,20119,Redwood Takeaways,79 Cleghorn Street Blenheim .,Food Premises - High Risk,1679698,5401926,2017-07-17T00:37:30.000Z
173.953825446733219,-41.537845620790186,20120,Wither Hills Takeaways,6 Alana Place Blenheim .,Food Premises - High Risk,1679563,5401095,2017-07-17T00:37:30.000Z
173.955597192492348,-41.530345888378108,20121,Redwood Bakery 2001 Ltd,75 Cleghorn Street Blenheim .,Food Premises - High Risk,1679720,5401926,2017-07-17T00:37:30.000Z
173.957018461162704,-41.515354989229955,20122,Sakim Sushi,31 Scott Street Blenheim .,Food Premises - High Risk,1679857,5403589,2017-07-17T00:37:30.000Z
173.940549876990332,-41.510212592162119,20123,Springlands Takeaways,11 Boyce Street Blenheim .,Food Premises - High Risk,1678489,5404175,2017-07-17T00:37:30.000Z
173.955707519602129,-41.51422196725656,20124,Chantilly Coffee Lounge,77 Queen Street Blenheim .,Food Premises - High Risk,1679749,5403716,2017-07-17T00:37:30.000Z
174.017281841943031,-41.286508357465664,20125,Super 7 On The Spot,100 Waikawa Road Picton .,Food Premises - High Risk,1685184,5428938,2017-07-17T00:37:30.000Z
174.007119730138044,-41.290425947225465,20126,Kentucky Eataway,52 High Street Picton .,Food Premises - High Risk,1684328,5428513,2017-07-17T00:37:30.000Z
174.005938942696019,-41.290526348203564,20127,Picton Village Bakery Limited,46 Auckland Street Picton .,Food Premises - High Risk,1684229,5428503,2017-07-17T00:37:30.000Z
174.005312083782542,-41.285478558090574,20128,DEB-EZ Pantry,Lagoon Road Picton .,Food Premises - High Risk,1684183,5429064,2017-07-17T00:37:30.000Z
174.002513407007427,-41.295339267930956,20129,Picton Easy Mart & Takeaways,2 Nelson Square Picton .,Food Premises - High Risk,1683936,5427972,2017-07-17T00:37:30.000Z
173.922962394290579,-40.962506007508402,20130,Waitata Bay Lodge Limited,1090 Te Towaka-Port Ligar Road Admiralty Bay .,Food Premises - Low Risk,1677667,5464995,2017-07-17T00:37:30.000Z
174.18215479143177,-41.08909707850588,20131,Endeavour Resort & Fishing Lodge,Endeavour Inlet Queen Charlotte Sound / Totaranui .,Food Premises - Low Risk,1699288,5450679,2017-07-17T00:37:30.000Z
173.858533700885914,-41.289044856692179,20132,Linkwater Services,1173 Queen Charlotte Drive Linkwater .,Food Premises - Low Risk,1671888,5428800,2017-07-17T00:37:30.000Z
173.58268836078156,-41.227780287761114,20133,RD1 Limited,6781 SH 6 Rai .,Food Premises - Low Risk,1648836,5435793,2017-07-17T00:37:30.000Z
173.765770213207929,-41.276304888802912,20134,Havelock Service Station Limited,82 Main Road Havelock .,Food Premises - Low Risk,1664133,5430287,2017-07-17T00:37:30.000Z
173.534789024507688,-41.562661898146388,20135,Leighvander Cottage,2670 SH 63 Wairau Valley .,Food Premises - Low Risk,1644592,5398641,2017-07-17T00:37:30.000Z
174.075947131570388,-41.673540549744466,20136,Seddon Supervalue Limited,3 Mills Street Seddon .,Food Premises - High Risk,1689562,5385910,2017-07-17T00:37:30.000Z
173.970747270593364,-41.217406996573452,20137,Te Mahia Bay Resort,63 Te Mahia Road Kenepuru Sound .,Food Premises - Low Risk,1681373,5436654,2017-07-17T00:37:30.000Z
173.841994031818814,-40.926462472971181,20138,French Pass Services 1993,Croisilles-French Pass Road Current Basin .,Food Premises - Low Risk,1670892,5469065,2017-07-17T00:37:30.000Z
173.940877163613294,-41.510471126316659,20139,Roast On The Run Limited,7 Boyce Street Blenheim .,Food Premises - High Risk,1678516,5404146,2017-07-17T00:37:30.000Z
173.970100330366677,-41.519857099229618,20140,Mariposa Hair Design,17 Tremorne Avenue Blenheim .,Hairdresser,1680943,5403077,2017-07-17T00:37:30.000Z
173.93602686420644,-41.49985507348277,20141,Just Hair,8 Rutledge Drive Blenheim .,Hairdresser,1678124,5405329,2017-07-17T00:37:30.000Z
174.076643141166926,-41.639604587881756,20142,Oak Tree Cottage,44 Lintons Road Redwood Pass .,Food Control Plan,1689667,5389677,2017-07-17T00:37:30.000Z
173.954128703641146,-41.509533276335581,20143,Joocy Loocy Limited,4 John Street Blenheim .,Food Control Plan,1679623,5404238,2017-07-17T00:37:30.000Z
173.934075485699879,-41.529135603810957,20144,The Burleigh,72 A New Renwick Road Blenheim .,Food Control Plan,1677926,5402080,2017-07-17T00:37:30.000Z
173.823802707808824,-41.508649148301195,20145,Renwick Arms Country Club Incorporated,92 High Street Renwick .,Food Control Plan,1668748,5404448,2017-07-17T00:37:30.000Z
173.956261786335716,-41.529079348130239,20146,Redwood Development Limited,66 Cleghorn Street Blenheim .,Food Control Plan,1679777,5402066,2017-07-17T00:37:30.000Z
173.95915773595982,-41.515769515531382,20147,Subway Sandwiches (Marlborough) Ltd,18 A Kinross Street Blenheim .,Food Control Plan,1680035,5403541,2017-07-17T00:37:30.000Z
174.004854676315887,-41.288355978536103,20148,Subway Picton,3 Auckland Street Picton .,Food Control Plan,1684141,5428745,2017-07-17T00:37:30.000Z
173.960511233046844,-41.504373014110271,20149,Subway Grove Road Ltd,56 Grove Road Blenheim .,Food Control Plan,1680162,5404805,2017-07-17T00:37:30.000Z
174.130598818143483,-41.829311880323978,20150,Flaxbourne Tearooms,7326 SH 1 Ward .,Food Control Plan,1693884,5368557,2017-07-17T00:37:30.000Z
173.956636790508014,-41.514664604610921,20151,Figaro's Cafe,8 Scott Street Blenheim .,Food Control Plan,1679826,5403666,2017-07-17T00:37:30.000Z
173.935388425085591,-41.509606164611952,20152,Kotare Cafe,131 Middle Renwick Road Blenheim .,Food Control Plan,1678059,5404247,2017-07-17T00:37:30.000Z
173.955691695231138,-41.513960887717843,20153,Brumby's Blenheim,65 Queen Street Blenheim .,Food Control Plan,1679748,5403745,2017-07-17T00:37:30.000Z
174.006645719263418,-41.289889637408557,20154,Gusto,35 High Street Picton .,Food Control Plan,1684289,5428573,2017-07-17T00:37:30.000Z
173.959019687448261,-41.508853076504074,20155,23 Grove Road Coffee House,23 Grove Road Blenheim .,Food Control Plan,1680032,5404309,2017-07-17T00:37:30.000Z
173.915731139412657,-41.492227136761301,20156,Rock Ferry Wines Cellar Door & Cafe,80 Hammerichs Road Rapaura .,Food Control Plan,1676439,5406194,2017-07-17T00:37:30.000Z
174.007125604944406,-41.28925490759412,20157,Mikey's Bar & Restaurant,12 High Street Picton .,Food Control Plan,1684330,5428643,2017-07-17T00:37:30.000Z
174.02521500979887,-41.537852780959469,20158,Riverlands Roadhouse,3535 SH 1 Riverlands .,Food Control Plan,1685518,5401026,2017-07-17T00:37:30.000Z
173.955729571203136,-41.514906337025387,20159,Pizza Hut,17 C Maxwell Road Blenheim .,Food Control Plan,1679750,5403640,2017-07-17T00:37:30.000Z
173.957234040154987,-41.512092560525012,20160,Eat Thai Restaurant,35 High Street Blenheim .,Food Control Plan,1679879,5403951,2017-07-17T00:37:30.000Z
